dish_ID,dish_name,cluster
103672,老皮嫩肉跟餐廳一樣好吃,1
103677,三杯馬鈴薯燴雞,2
103678,韓式煎蛋捲,4
103680,馬鈴薯燉肉,4
103683,馬鈴薯蘿蔔排骨湯,4
103684,彩色薯薯蛋,3
103685,清水杯子蛋糕,0
103686,涼拌馬鈴薯絲,4
103696,碎腰果佐雪綿酪柯媽媽の植物燕窩,3
103698,胡麻松阪豬,1
103705,白雪烘蛋,4
103709,韭菜花炒黑輪美麗人妻,1
103714,幼兒點心蘋果脆米花大同電鍋食譜,0
103717,早餐鮮蔬起司歐姆蛋,0
103718,腐乳叉燒肉,1
103720,醬燒甜不辣,1
103723,史上之最簡單煎牛排法薄法蘭克肉舖子,3
103727,蕃茄蘑菇燉雞超百搭,1
103751,經典巧克力蛋糕無油配方,0
103752,清爽涼拌豆腐,3
103766,中式蛋餅,0
103776,紅酒燉牛肉輕鬆家常版,2
103777,韓式蔬菜拌飯,2
103786,焗烤奶油野餐三明治,3
103806,古早味苦茶油蛋煎麵線,0
103808,簡易親子丼,1
103811,意式肉醬意大利麵簡單食譜,2
103813,檸檬布丁蛋糕超美味甜點,0
103818,宮保雞丁,4
103819,零失敗牛小排佐塩水馬鈴薯,3
103820,神奇免揉脆皮法國麵包無奶無糖無油,0
103821,外宿料理10分鐘的法式果醬吐司,3
103825,不用油烤味噌雞肉串,3
103826,手作原味瑪芬,0
103827,味增蔥爆肉絲,4
103830,蕃茄豬肉捲深夜食堂鮮食家,1
103834,純甜薯千層蛋糕三個材料電鍋就完成,3
103835,酸辣雞絲小黃瓜拌麵雞絲不再乾澀的訣竅,2
103838,簡單快速辣韭菜,2
103842,蒜炒羅馬花椰菜,2
103845,日式烏龍麵188懶人料理,4
103848,土雞胸肉炒木耳,4
103851,五味醬,4
103855,豆瓣雞腿,4
103856,煙燻花枝深夜食堂鮮食家,3
103857,荷蘭寶貝烤鬆餅,0
103867,起司乳酪餅,0
103869,醬香豬肉炒百菇,3
103870,清炒蒜香辣椒橄欖油義大利麵,1
103871,紹興醉雞,3
103872,電鍋食譜高麗菜蕃茄香菇粥,1
103880,自製洋蔥豬肉米漢堡,1
103883,白酒檸檬奶油醬蛤蜊,1
103884,叉燒肉,4
103894,簡單做蔥油餅,3
103900,香煎干貝,1
103901,黑木耳焗小黃瓜柯媽媽の植物燕窩,1
103903,一鍋到底西班牙海鮮燉飯,2
103905,油漬番茄乾,1
103911,可愛貓掌巧克力雙色小蛋糕,0
103913,家常菜孜然烤杏鮑菇素,3
103914,韭菜肉末炒蛋,1
103915,法式炒蛋,0
103916,家常菜蕃茄炒蛋蛋素,1
103919,家常菜咖哩炒香菇高麗菜素,1
103929,食材處理番茄去皮,1
103930,日本閒妻色彩繽紛水果汽水,3
103931,烤香料小番茄深夜食堂鮮食家,1
103935,大理石香蕉軟土司12兩,0
103941,金瓜炒米粉,2
103946,沙嗲熱炒豆芽雞柳,4
103947,蠔油蛋炒高麗菜香香好配菜,1
103948,用電鍋煮麻油雞飯香氣誘人好美味,1
103950,蔓越莓優格麵包像極了司康口感呢,0
103951,好味水餃醬汁淬釀開運年菜,1
103955,超軟的香草棉花蛋糕,0
103956,香煎里肌肉深夜食堂鮮食家,4
103957,椒鹽小卷美麗人妻,4
103958,純素客家小炒素辣醬,1
103961,烤培根馬鈴薯沙拉,2
103962,蜜汁蘋果烤嫩豬小里肌,1
103963,可頌起酥牛角麵包,0
103964,臘味鐵板豆腐,1
103970,自製蛋餅,4
103972,韓式炒年糕_小七食堂,2
103975,法式吐司早餐,0
103976,春天的草莓果醬,3
103977,蜜核桃西芹蝦球,1
103982,五分鐘鮪魚起司三明治188懶人料理,3
103983,酸咪咪檸檬餅乾,3
103985,高麗菜豬肉燒深夜食堂鮮食家,1
103988,鐵鍋香蕉蛋糕,0
103990,甜蜜蜜的電鍋芋頭泥,3
103992,古早味蜜芋頭,3
103994,菠菜炒牛肉,1
103998,香菇滷肉飯,3
104001,微波爐料理嫩薑蒸鱈魚,4
104003,5分鐘低卡烤杏鮑菇深夜食堂鮮食家,3
104005,巧克力小泡芙深夜食堂鮮食家,0
104007,蘿蔔魚丸湯,1
104013,醬涼拌金針菇,1
104014,厚生廚房鮮當歸葉煎蛋,3
104015,電鍋懶人湯剝皮辣椒雞湯,1
104021,香蕉芝麻蛋糕燙麵,0
104024,家常菜菠菜菇菇素,1
104025,茄汁蛋包飯,1
104038,涼拌小黃瓜,1
104040,自製黑胡椒蘑菇醬,4
104041,滑嫩烤布丁,0
104042,家常滷肉,1
104054,起司蛋捲深夜食堂鮮食家,0
104056,珍珠鬆餅,0
104059,影音示範糖葫蘆布丁焦糖液漿的自製,1
104060,芝士焗薯伴香腸大小姐二少奶,3
104065,我的手作名物台南鍋燒意麵,3
104069,低卡牛奶芋泥西米露超簡易,0
104072,草莓布朗尼蛋糕,0
104087,藍莓法式土司,0
104089,免攪拌免顧火史上最簡單的草莓果醬,3
104091,羊咩妹蔥油餅,3
104093,麻油黃瓜燴鮮菇,2
104107,避風塘炒蝦15分鐘宴客菜,4
104113,營養高麗菜起司煎餅深夜食堂鮮食家,4
104116,派皮製作21烤盤,0
104118,照燒雞腿蓋飯188懶人料理,2
104119,沙茶青椒炒素牛肉,4
104132,萌萌哒大白汤圆汤圆,3
104135,透抽刺生法蘭克肉舖子,3
104136,翡翠鮮蝦豆腐湯愛琳加鄉味,4
104144,免治牛肉窩蛋粥,4
104150,酸甜草莓果醬,3
104151,春日花兒壓模三明治_小七食堂,3
104153,餐桌故事香菇滷肉,4
104155,餐桌故事三絲燒雞蛋豆腐,4
104156,巧克力草莓天鵝泡芙,0
104159,厚生市集菠菜雞蛋粥,1
104164,義大利經典肉醬ù,2
104165,瑪莉廚房醬燒鮭魚片深夜食堂鮮食家,1
104173,電鍋底卡料理抗霧霾養身銀耳蓮子湯,1
104174,無奶油香草蜂蜜蛋糕,0
104175,蔭瓜仔南瓜肉丸子,2
104177,簡單假日早午餐藍莓法式吐司,0
104178,番茄蔥花蛋,4
104180,白巧克力優格蛋糕偽重乳酪蛋糕,0
104204,蛤蠣鮮蝦海鮮粥深夜食堂鮮食家,3
104205,一口酥,0
104207,鹹蛋蒸肉,3
104213,餐桌故事西班牙海鮮飯,2
104216,做醉雞超,1
104221,超簡單瓜仔雞,1
104227,低卡豆漿番茄旗魚湯,4
104228,果醬奶酥小餅乾,0
104229,低卡青蔥豆腐雞肉捲,2
104232,蛋餅皮,0
104233,蛋包飯,0
104234,低卡孜然蒜香雞肉串,1
104236,低卡豆腐雞蛋排,1
104241,起司脆吐司深夜食堂Ｘ鮮食家,3
104242,高麗菜紅蘿蔔雞肉蛋粥,1
104244,厚生廚房馬鈴薯爽拌番茄生菜,4
104256,香菜蝦餅深夜食堂鮮食家,1
104258,原味磅蛋糕無泡打粉,0
104259,學小七的肉鬆荷包蛋三明治,1
104260,甜甜圈105麵包機,0
104261,低卡和風辣味蛋汁烤雞,1
104266,鑄鐵鍋簡易海鮮燉飯露營,2
104270,草莓泡芙無添加香精,0
104273,5分鐘早餐溏心蛋三明治,3
104279,春日鮪魚馬鈴薯沙拉,3
104292,鮭魚起士釀小甜椒,4
104299,簡易泡菜臭豆腐鍋,2
104304,阿婆碗櫥裡的手炒肉鬆,4
104318,豬五花丼深夜食堂鮮食家,2
104324,蒸麵包布丁深夜食堂鮮食家,0
104325,蚵仔煎深夜食堂鮮食家,4
104326,啤酒蝦深夜食堂鮮食家,4
104332,伊朗美食牛肉,2
104341,古早味滷肉飯深夜食堂鮮食家,1
104342,海鮮烤彩椒,2
104353,鹽焗白蝦,1
104355,簡易蛋包飯,3
104356,三杯牡蠣,2
104361,炒三鮮蛤蠣小花枝蚵仔,4
104363,節氣料理春分1涼拌韓式烤肉,2
104376,低油低糖重香蕉磅蛋糕,0
104380,鴨賞蛋炒飯美麗人妻,1
104381,雙蝦炒飯,4
104383,巧克力香蕉卡士達三明治,0
104384,清炒蝦仁,4
104387,懶小希好神奇魔法蛋糕,0
104392,台式炒麵,2
104394,夏日輕食の沙拉深夜食堂鮮食家,4
104395,焗烤佛蒙特咖哩飯_小七食堂,3
104403,韓式炒冬粉_小七食堂,2
104407,韭菜豬肉水餃附包水餃方法,4
104408,阿妮塔藍莓魔法蛋糕,0
104412,櫻花蝦小鐵鍋拌飯,0
104414,椒鹽杏鮑菇克莉絲塔,4
104419,紫蘇梅風味鮮蔬188懶人料理,2
104421,蔥炒牛肉湯粉絲,1
104422,亞麻仁籽吐司麵包機作法,0
104423,蠔油爆炒三色鮮蔬骰子牛,1
104426,藍莓厚鬆餅,0
104428,蒜頭橄欖油,1
104434,超簡單黑芝麻麻糬,0
104437,蛋黃小西點牛粒台式馬卡龍,0
104438,薑黃飯,1
104445,印度漁夫咖哩,2
104449,繽紛晶玉拌飯,2
104451,魚香茄子,1
104455,蒜容剁椒醬戀戀家,1
104456,黑米椰奶水果早餐,0
104457,啤酒蝦讓另一半對你刮目相看,4
104461,厚生廚房紅白鮮蔬烤,4
104464,藜麥鑲彩椒,1
104468,鷹嘴醬四色蔬菜捲,2
104469,增強體力的翡翠牛肉粥九陽料理奇機,3
104474,琥珀核桃,3
104475,梅香漬烤油魚,3
104488,黑木耳雪綿酪焗吐司柯媽媽の植物燕窩,3
104489,蔬食烤蛋蛋素,1
104490,玉米鮮蔬排骨湯深夜食堂Ｘ鮮食家,2
104495,鳳梨火腿炒飯,4
104496,豬肉蛋炒飯深夜食堂鮮食家,2
104497,低脂低糖法式藍莓千層蛋糕,0
104503,5分鐘上菜燙秋葵,1
104504,懶人料理肝腸飯,3
104509,蛋香雞肉餅,4
104516,愛心蕃薯泥夾心酥派餅,0
104518,甜蜜蜜的電鍋芋頭泥,3
104519,花式芋泥餡銅鑼燒捲日式點心,0
104521,黃芥茉洋蔥炒肉片,4
104524,減肥便當迷迭香雞胸肉馬鈴薯泥,2
104526,海綿蛋糕,0
104527,和風銅鑼燒露營,0
104529,糖醋肉,4
104530,季節限定甜美生活草莓汁,3
104533,鮮奶饅頭,0
104534,蒜香雞肉飯深夜食堂鮮食家,1
104536,油豆腐鑲肉細粉深夜食堂鮮食家,4
104539,番紅花海鮮烤燉飯深夜食堂鮮食家,3
104542,超容易粟米芝士咸牛肉蛋卷,0
104543,夏日必備涼拌酸高麗菜雞肉,2
104545,我家北鼻的最愛蒜香奶油玉米雞,1
104551,蒜香奶油蝦深夜食堂鮮食家,1
104552,掌生穀粒掌廚房山水茶泡飯,1
104553,家常料理奇異果佐雞胸肉,3
104555,家常料理下飯好料理皮蛋肉燥,1
104561,自製超酥脆小饅頭,0
104562,香烤熟成鮭魚排深夜食堂鮮食家,2
104571,鳳梨炒黑木耳,1
104574,青江菜炒火腿,1
104575,蕃茄肉醬濃湯版,1
104580,鮮菇蒸肉,1
104583,香蒜壽喜醬燒苦瓜深夜食堂鮮食家,4
104589,煲湯番茄薯仔排骨湯,4
104590,超快速白酒蛤蜊義大利麵,1
104591,5分鐘蔥蒜香煎蝦深夜食堂鮮食家,1
104592,西班牙風味烤雞蔬菜盤,1
104599,香烤馬鈴薯,4
104607,金沙四季豆,1
104610,冬菇炒青椒,1
104622,超簡單椒鹽豬五花深夜食堂鮮食家,3
104625,家常料理黃金煎麵線長壽糕,3
104632,甜食點心芋頭西米露,3
104634,野餐英式經典三明治幸福食堂,1
104643,塩麴牛肉絲,4
104650,紅胡椒火焰香辣蝦串燒,3
104652,塔香肉釀菇深夜食堂鮮食家,1
104653,濃香油燜筍,1
104655,一鍋完成義大利麵露營,2
104656,蔥花辮子大胖,0
104660,蝦仁蛋燒深夜食堂鮮食家,4
104661,茄汁雞肉燴飯露營,1
104672,大人味焦糖布丁,0
104677,玫瑰蘋果派影音188懶人料理,0
104688,檸檬酪,3
104689,獨享檸檬塔,3
104694,焦糖蘋果月桂葉煎烤嫩豬排,1
104701,日本大人氣懶人啤酒雞肉飯,3
104703,焗烤番茄花花菇飯,2
104704,蔥油餅,3
104705,豆腐壽喜燒,2
104717,黑木耳辣炒豆干絲柯媽媽の植物燕窩,1
104722,紫薯豬肉炊飯,4
104725,家常菜香芹舞菇素,1
104737,超快速沒有乾煸四季豆,4
104739,糖醋里肌深夜食堂鮮食家,2
104742,焦香奶油瑪德蓮,0
104747,鮮蝦米漢堡,0
104749,椒鹽大蝦大小姐二少奶,3
104756,法式香草雞腿排,1
104760,焗烤玉米鮪魚米壽司好香好好吃,0
104771,芝麻ㄚ拉棒,0
104773,懶人食譜電鍋煮啤酒雞肉飯5分鐘備好料,3
104775,紐紋朱古力包,0
104778,奶油甘藍炒蝦仁,1
104779,簡易涼拌洋蔥,4
104783,排骨鮮蔬湯深夜食堂鮮食家,2
104784,燒肉握壽司深夜食堂鮮食家,3
104785,豆乳味噌山茼蒿年糕全素,1
104795,檸檬醋,3
104814,青椒牛肉披薩平底鍋料理,0
104818,翠玉干貝,1
104823,輕鬆做發糕電鍋版,0
104832,香草酒蒸鱸魚,2
104838,無奶油無糖核桃香蕉蛋糕,0
104844,牛油果煎蛋,1
104847,蕃茄牛肉炒蛋,1
104852,好吃絞肉磨菇雞蛋麵,4
104854,肉桂蘋果吐司味蕾周記,0
104856,簡單蘋果乾,3
104858,古早味担仔麵,2
104860,焗烤番茄深夜食堂鮮食家,2
104861,草莓蘋果飲,3
104868,九層塔番茄炒蛤犡有異國風味唷,1
104869,法國吐司佐蜜香蕉一起享受午后幸福,3
104876,黑輪炒芹菜管美麗人妻,1
104877,愛心便當河童君壞東西,1
104884,法式吐司套餐,0
104885,早餐好幫手迷迭香鮭魚奶油抹醬,3
104886,無油低卡綜合洋芋片2個材料五分鐘完成,3
104889,馬鈴薯紅蘿蔔蛋煎餅,4
104895,燒酒蝦,1
104909,紫薯花吐司麵包機,0
104910,鮪魚玉米蛋,0
104911,牛肉舞菇豆腐燒深夜食堂鮮食家,4
104912,豬肉紅蔥香拌麵,1
104914,輕料理龍蝦沙拉握壽司,2
104924,上海菜飯簡單電鍋版,1
104930,厚生廚房花生油煎蛋拌麵線,0
104931,輕美食簡單食譜馬鈴薯沙拉低熱量減肥食譜,3
104932,菲姐私房菜韓式辣醬雞塊,4
104934,簡易泰式綠咖哩雞,2
104935,副食品大骨洋蔥高湯熬煮粥用,1
104941,紹子香蛋,4
104947,韭菜煎蛋,4
104950,和風青花菜心,1
104952,快炒魚皮,1
104961,蕃茄炒蛋,2
104964,餐桌故事牛排沙拉,1
104974,家常料理南瓜炒米粉,1
104978,愛心情人蛋白霜餅糖,3
104993,青蔥白菜捲,4
104994,醬燒雞肉豆腐餅,2
104995,青醬海鮮義大利麵,2
104997,檸檬凝乳酸甜好吃,3
104999,黑糖饅頭,0
105005,舞菇蔬菜湯,2
105013,不加一顆麵粉米吐司麥麩過敏也能吃麵包,0
105016,家常菜蒸瓜仔肉,1
105019,電鍋版蒜頭雞湯,1
105020,夏威夷免揉簡易版,0
105022,台式泡菜,2
105031,草莓紫薯乳酪塔,0
105039,米果糖,3
105042,南瓜牛肉玉米粥電鍋,4
105049,日式炒牛蒡,1
105050,韓式醬烤五花肉深夜食堂鮮食家,1
105052,家常菜紅燒黃魚,4
105058,鳳梨鮭魚球宅鮮配,3
105065,日式茶碗蒸,1
105066,韓式部隊鍋,1
105072,幸福早午餐鮪魚沙拉蔬果鬆餅,1
105073,魔法布丁蛋糕,0
105075,甜蜜早午餐水果滿滿黑糖蜜吐司,0
105078,爆漿奶油起司麵包不用麵包機,0
105089,藍莓手打麵親子廚房,3
105093,百里香烤雞腿佐番茄櫛瓜,2
105094,煙燻起司馬鈴薯千層派,0
105095,家常料理手作傳統零食豬肉乾,3
105096,英式司康超簡單,0
105097,素包子,1
105098,深夜食堂馬鈴薯燉肉,4
105106,純素無糖蛋糕捲王室廚房,0
105107,荷包蛋蛋白霜餅,1
105109,蛋豆腐豆豆愛的料理,3
105127,干貝醬蝦仁炒飯,4
105130,奶湯魚頭,2
105137,獨門秘方的日式煎餃,2
105143,粉煎肉片,3
105145,食療洋蔥湯,1
105155,啤酒高麗菜燉肉深夜食堂鮮食家,2
105160,鮭魚炒飯,1
105172,加入蠔油讓香氣滿分的泰式打拋豬,2
105174,菲姐私房菜辣炒胡椒蝦,4
105178,龍膽石斑魚排佐羅勒青醬,1
105180,有心食譜蜜汁蒜味烤雞翅,1
105185,肉蛋土司深夜食堂鮮食家,3
105186,雞蛋布丁,0
105193,蒜香豬肉平底鍋,1
105200,特濃朱古力布朗尼,0
105205,洋菇馬鈴薯,4
105206,愛美麗的輕鬆料理三色蛋,0
105208,油豆腐爌肉,3
105211,番茄肉醬麵,1
105213,紫米麵包,0
105227,和風牛蒡絲,1
105239,杯子米糕,0
105241,檸檬雞柳炒花椰菜法蘭克肉舖子,1
105243,鹽燒明蝦五星級享受法蘭克肉舖子,3
105245,夏天必吃泰式檸檬蝦法蘭克肉舖子,1
105253,烤鮭魚佐青豆薄荷燉飯,1
105255,咖哩蔬菜鮮蝦煎餅,2
105260,鳳梨酥,0
105261,日式舒芙蕾歐姆蛋,0
105271,野餐食譜日式三明治飯團,1
105272,香菇雞湯,1
105273,薄荷烘蛋,3
105282,水餃皮也能這樣用搭配墨西哥酸甜莎莎醬,2
105288,腐乳鹽酥雞,4
105295,菠菜炒鮮菇0廚藝料理可素食,1
105296,蒜苗鴨賞美麗人妻,1
105301,愛美麗的輕鬆料理芹菜豆干炒肉絲,1
105309,杏包菇炒彩椒,1
105311,影音示範密製手工火腿無防腐劑安心食品,3
105320,南瓜海帶味噌湯,2
105326,芝麻花生糖,3
105327,夜市地瓜球,3
105328,迷迭香雞排無煙無油料理平底鍋,1
105329,醬燒栗子美人腿杏鮑菇全素,4
105332,涼拌海帶根,4
105333,洋蔥火腿蛋炒飯,4
105338,清炒阿里山荷蘭豆,1
105339,懶人電鍋啤酒雞肉飯,3
105342,金沙杏鮑菇188懶人料理,1
105343,洋芋香辣脆餅,0
105347,蒜香九層塔蛤蠣,1
105349,紅醬菜豆通心粉,2
105352,麵包機輕鬆做蘋果果醬,3
105353,簡單甜點烤蘋果肉桂麵包布丁,0
105354,香蕉紫薯乳酪捲,3
105355,番茄肉醬,2
105362,厚生廚房木耳香蕉芹菜汁,1
105365,山藥排骨湯,4
105366,蔥燒肉絲,4
105367,酒釀梅香燉肉,1
105380,南瓜燒肉深夜食堂鮮食家,2
105384,漂亮香腸怎麼煎,3
105385,食材處理彩青椒,1
105389,九層塔醬炒蛤蜊,1
105390,醬燒小卷,4
105394,蔥爆牛肉,4
105406,蘋果舒芙蕾,3
105408,胡蘿蔔慕斯濃湯佐奶油麵包丁,4
105409,香脆胡桃果仁,3
105412,糖漬橙皮柳橙果醬,3
105417,麥伊煮隨意嫩炒肉片櫛瓜玉米筍,2
105418,糖霜檸檬蛋糕,0
105419,季節限定草莓果醬,3
105421,黑豚沙拉188懶人料理,2
105424,蜂蜜梅漬蕃茄,1
105426,韓星靠南瓜水瘦身南瓜水與烤南瓜籽,1
105427,菲姐私房菜泰式酸辣醬燒雞腿排,1
105428,奶油酥條烤箱料理,3
105429,地瓜麻糬球,4
105431,蕃茄醬蛋烤飯,0
105432,薄切手風琴馬鈴薯烤箱料理,3
105435,減肥美食南瓜鮪魚湯,2
105461,快速餐點胡麻醬義大利麵,1
105466,和風鮭魚捲六源味,1
105467,栗子炊飯昆布高湯製做,1
105470,奶酥厚片土司,0
105474,用白米自製入口即化嬰兒米餅,3
105479,烘烤檸檬塔檸檬派,0
105484,巧克力豆豆餅,0
105495,啤酒雞翅,1
105501,清明祭祖蔬食春捲,2
105503,懶懶就能吃電鍋烤地瓜,3
105505,翡翠吻仔魚湯,1
105510,蝦仁蛋炒飯深夜食堂鮮食家,4
105514,罐裝生菜沙拉,1
105517,苦甜巧克力蛋糕,0
105519,弘大詹姆士起士肋排起士香氣散播中,2
105522,草莓果醬省時間懶人微波版,3
105525,牛奶法國麵包,0
105527,五分鐘手揉麵團完全擴展階段薄膜,0
105529,菠菜魚鬆飯糰10分鐘早餐,1
105531,105麵包機超軟蔓越莓吐司,0
105538,啤酒蝦188懶人料理,4
105541,豬肋排椰汁綠咖哩義大利麵,1
105547,棉花糖地瓜深夜食堂鮮食家,3
105553,韓式泡菜蛋捲188懶人料理,0
105558,蒜香松阪炒麵,1
105568,香蔥蒜厚片土司,4
105571,蘋果核桃肉桂捲,0
105587,焦糖蘋果米布丁奶昔柯媽媽の植物燕窩,3
105589,泰式涼拌海味果蔬深夜食堂鮮食家,2
105591,清蒸鱈魚,3
105596,蝦仁烘蛋,4
105597,香根高麗菜,2
105599,清炒四季豆,3
105600,香辣青醬番茄菇菇蔬食義大利麵,1
105602,瓜仔肉,1
105605,迷迭香雞排佐奶油香菇,1
105606,醬燒金針菇牛肉卷,3
105607,流淚吐司,0
105610,快炒牛肉,3
105614,芙蓉豆腐蝦泥羹,4
105621,家常料理簡單快速上菜高麗菜飯,1
105622,竹筍大骨控湯深夜食堂鮮食家,1
105628,105麵包機超軟黑芝麻吐司,0
105631,草莓瑞士捲全蛋簡易法,0
105639,鮭魚超多元氣鮭魚滿滿鮮蔬蓋飯,4
105641,牛粒小西餅,0
105646,假日輕食早餐之馬鈴薯篇,4
105650,焗烤菠菜蘑菇蛋假日早午餐,2
105656,簡單的美味法式乳酪吐司,0
105658,芙蓉蛋豆腐吻仔魚,3
105659,糖醋蔬果肉片,4
105670,黑烤薯條,3
105682,日式菠蘿麵包製麵包機,0
105684,巧克力夾心麵包,0
105685,清冰箱炒冬粉,1
105689,超簡易養生黑木耳露,3
105690,炒高麗菜苗,1
105691,復活節十字麵包,0
105694,沙茶豆包,3
105695,酸辣紅麴麵線,2
105697,鯛魚燒豆腐,3
105698,麻油蛋煎紅麴麵線,0
105699,小黃瓜番茄油醋沙拉,2
105700,彩椒百合,1
105705,超快速鹹蛋苦瓜,4
105706,托斯卡尼麵包暖暖的陽光色澤,0
105709,涼拌牛蒡,1
105713,美式鬆餅超簡單超好吃,0
105715,麥伊煮蕃茄海鮮煮,1
105721,超簡單高鈣小魚餅乾零電視之家,0
105723,韓式泡菜炒年糕,4
105726,梅漬苦瓜番茄深夜食堂鮮食家,1
105731,雞胸肉蔬菜沙拉,4
105734,家常料理黑胡椒牛小排,4
105740,宮保魷魚深夜食堂鮮食家,4
105741,香煎三文魚扒鮭魚扒,1
105742,105麵包機墨西哥辣椒起司小餐包,0
105743,105麵包機芝麻起司小餐包,0
105745,105麵包機肉鬆起司芝麻麵包,0
105748,電鍋滷雞翅,1
105754,海鮮南瓜濃湯,1
105768,韓風柚子包,0
105769,泰式清爽海鮮冬粉深夜食堂鮮食家,2
105779,白麵包,0
105783,厚生廚房番茄洋蔥皮蛋,2
105787,起司棒,0
105794,香煎杏鮑菇,3
105801,蜂蜜奶油南瓜微波爐深夜食堂鮮食家,3
105806,炸水餃爆漿了,3
105814,威靈頓牛排,1
105817,涼拌豆腐,4
105822,日式炒豆腐,3
105824,簡單刨檸檬皮方法,3
105825,松阪豬肉炒飯,1
105829,簡易蛋塔深夜食堂鮮食家,0
105831,原味司康,0
105832,甜豆火腿烘蛋,0
105838,義式烤蕃茄切片,1
105843,豆薯南瓜紅蘿蔔沙拉泥,4
105850,牛奶泡泡香橙雞肉義大利麵,1
105853,巧克力擠花餅乾,0
105862,鮪魚土司披薩,2
105867,超軟嫩紫蘇高湯千層蛋捲,3
105870,越式春捲隨意版,2
105876,皮蛋豆腐,4
105881,胡椒鹽炒蛤蜊,2
105883,草莓果醬,3
105889,柚椰廚房手作草莓果醬免麥芽果膠,3
105893,毛豆黑胡椒豆干深夜食堂鮮食家,1
105897,芹香中卷,2
105898,迷你彩椒鑲肉,4
105904,電鍋做台式小吃蘿蔔糕,1
105908,水果優格沙拉,3
105910,檸檬烤雞胸肉深夜食堂鮮食家,1
105916,百變肉末綠咖哩1綠咖哩披薩,2
105917,蕃茄起司蛋火腿捲,1
105918,濃蒜蒸蝦,1
105919,手風琴馬鈴薯深夜食堂鮮食家,4
105920,蒜香鹹豬肉深夜食堂鮮食家,1
105924,百變肉末綠咖哩3綠咖哩棺材板,1
105927,早餐料理披薩吐司,0
105936,大黃瓜魚丸湯,1
105937,清蒸檸檬蝦深夜食堂鮮食家,1
105941,香脆烤焗地瓜條,4
105942,土芒果檸檬薄荷無酒精版,3
105943,黃金香辣泡菜乾拌拉麵,1
105954,夏日瘦身美顏湯,2
105958,微光小廚房藍莓優格汁,0
105965,免熬煮紫米紅豆小餐包_泰山紫米紅豆湯,0
105975,抹茶控限定超濃厚抹茶核桃餅乾,0
105978,電鍋料理咖哩雞肉,4
105983,寶島咖哩飯深夜食堂鮮食家,2
105984,香港味道牛油曲奇,0
105988,好簡單雞肉飯,3
105990,豆皮蔬菜燒,2
105996,新手不敗系列燜白菜深夜食堂鮮食家,4
106005,清蒸絞肉丸深夜食堂鮮食家,4
106006,紅咖哩烤雞腿,2
106009,香菇蘿蔔雞湯,2
106011,紅咖哩南瓜湯,2
106017,青蔬奶油蘑菇彩虹義大利蝴蝶結麵,1
106025,菲姐私房菜栗子燒五花,4
106031,泰式椰汁紅咖哩雞,2
106034,草莓乳酪三明治,3
106036,螞蟻上樹188懶人料理,4
106039,飯店麵包冷藏法,0
106040,法式可麗餅,0
106043,青蔥炒鮮菇,4
106044,肉燥,3
106052,簡易沙甸暖沙津,1
106053,素食系列蒜蓉蒸茄子,1
106055,日式味噌雞絲麵,1
106063,無煙料理烤番茄肉串蔥肉串,4
106064,香菇珍珠丸,0
106072,蒜香酥脆鮑魚菇深夜食堂鮮食家,1
106079,爽口檸檬雞柳,4
106082,迷迭香莎莎醬,2
106084,山藥養生雞湯,4
106086,奶油煎干貝深夜食堂鮮食家,1
106090,經典滷肉飯海外遊子必備食譜,1
106096,桂竹筍炒五花肉深夜食堂鮮食家,1
106099,自製純肉荸薺丸子,4
106100,香煎雞腿排佐紅酒蘑菇醬,1
106101,雞胸肉佐莎莎醬深夜食堂鮮食家,2
106102,香腸炒飯,0
106104,蒟蒻蝦仁健康煎,4
106109,鳳梨苦瓜雞湯188懶人料理,4
106110,蔭瓜雞湯電鍋版,1
106111,絲瓜煎餅,1
106112,手工餃子皮,3
106114,起司玉米蛋餅,0
106116,一口銅鑼燒,0
106118,百香果凝乳,3
106134,鑄鐵鍋10分鐘煮白飯,3
106137,科雷茲核桃蛋糕小確幸廚房,0
106138,泰式椒麻雞188懶人料理,2
106147,香酥脆杏包菇,3
106153,桑椹冰沙,3
106158,基礎雞蛋糕,0
106161,小烤箱料理低脂日式炸雞,4
106163,花生脆糖,3
106166,西班牙風花椰菜烘蛋280卡,4
106175,鳳梨子薑牛肉,4
106184,家常料理簡單又好吃的辣炒起司年糕雞排,4
106188,鮮嗆墨魚,3
106190,橙香杯子蛋糕,0
106193,十分鐘上菜蒜香白酒蛤蜊義大利麵,1
106195,楓糖餅乾,0
106197,甜食點心綠豆蒜西米露,4
106198,麻婆豆腐,4
106202,新手上菜香煎德式香腸,3
106206,雞肉親子丼飯雞肉和雞蛋的完美組合,4
106208,黑糖地瓜甜湯深夜食堂鮮食家,4
106211,香蔥大餅,0
106212,105麵包機黑芝麻麵包,0
106213,香蕉巧克力花生醬三明治吉俐便當,3
106215,茶碗蒸,3
106218,火腿水芹菜三明治便當,1
106226,私家手作餛飩抄手,4
106232,自製蔥油餅,3
106234,女兒牛肉麵,1
106236,牛奶雞蛋糕,0
106237,純素照燒牛蒡麻油薑泥,2
106238,阿爸炸醬麵,3
106240,蘆筍培根卷,1
106245,伊朗麵包,0
106249,無煙料理烤奶油杏鮑菇,1
106260,罐頭義大利麵,1
106261,黃金鹹蛋苦瓜,4
106263,馬來西亞檳城白咖哩麵,1
106268,無油無糖老麵,0
106269,健康爽口的黃金泡菜,2
